,season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
382,2018.0,1136615,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Shreyas Iyer,Rohit Sharma,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
383,2018.0,1136616,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,Ravichandran Ashwin,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Kings XI Punjab
384,2018.0,1136617,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Kane Williamson,MS Dhoni,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad , Chennai Super Kings
385,2018.0,1136618,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Dinesh Karthik,Ajinkya Rahane,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
386,2018.0,1136619,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Dinesh Karthik,Kane Williamson,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
387,2018.0,1136620,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,Kane Williamson,"Wankhede Stadium, Mumbai",Chennai Super Kings , Sunrisers Hyderabad
388,2017.0,1082591,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,David Warner,Shane Watson,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
389,2017.0,1082592,Rising Pune Supergiant v Mumbai Indians,RPS v MI,RPS,MI,Steven Smith,Rohit Sharma,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Mumbai Indians
390,2017.0,1082593,Gujarat Lions v Kolkata Knight Riders,GL v KKR,GL,KKR,Suresh Raina,Gautam Gambhir,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Kolkata Knight Riders
391,2017.0,1082594,Kings XI Punjab v Rising Pune Supergiant,KXIP v RPS,KXIP,RPS,Glenn Maxwell,Steven Smith,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Rising Pune Supergiant
392,2017.0,1082595,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Shane Watson,Zaheer Khan,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
393,2017.0,1082596,Sunrisers Hyderabad v Gujarat Lions,SRH v GL,SRH,GL,David Warner,Suresh Raina,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Gujarat Lions
394,2017.0,1082597,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
395,2017.0,1082598,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Glenn Maxwell,Shane Watson,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Royal Challengers Bangalore
396,2017.0,1082599,Rising Pune Supergiant v Delhi Daredevils,RPS v DC,RPS,DC,Ajinkya Rahane,Zaheer Khan,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Delhi Darede
397,2017.0,1082600,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,David Warner,"Wankhede Stadium, Mumbai",Mumbai Indians , Sunrisers Hyderabad
398,2017.0,1082601,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,Glenn Maxwell,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
399,2017.0,1082602,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
400,2017.0,1082603,Gujarat Lions v Rising Pune Supergiant,GL v RPS,GL,RPS,Suresh Raina,Steven Smith,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Rising Pune Supergiant
401,2017.0,1082604,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,David Warner,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
402,2017.0,1082605,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Zaheer Khan,Glenn Maxwell,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
403,2017.0,1082606,Mumbai Indians v Gujarat Lions,MI v GL,MI,GL,Rohit Sharma,Suresh Raina,"Wankhede Stadium, Mumbai",Mumbai Indians , Gujarat Lions
404,2017.0,1082607,Royal Challengers Bangalore v Rising Pune Supergiant,RCB v RPS,RCB,RPS,Virat Kohli,Steven Smith,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rising Pune Supergiant
405,2017.0,1082608,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Zaheer Khan,Gautam Gambhir,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
406,2017.0,1082609,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,David Warner,Glenn Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
407,2017.0,1082610,Gujarat Lions v Royal Challengers Bangalore,GL v RCB,GL,RCB,Suresh Raina,Virat Kohli,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Royal Challengers Bangalore
408,2017.0,1082611,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,SRH,DC,David Warner,Zaheer Khan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Delhi Darede
409,2017.0,1082612,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Glenn Maxwell,Rohit Sharma,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Mumbai Indians
410,2017.0,1082613,Kolkata Knight Riders v Gujarat Lions,KKR v GL,KKR,GL,Gautam Gambhir,Suresh Raina,"Eden Gardens, Kolkata",Kolkata Knight Riders , Gujarat Lions
411,2017.0,1082615,Rising Pune Supergiant v Sunrisers Hyderabad,RPS v SRH,RPS,SRH,Steven Smith,David Warner,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Sunrisers Hyderabad
412,2017.0,1082614,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Rohit Sharma,Zaheer Khan,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
413,2017.0,1082616,Gujarat Lions v Kings XI Punjab,GL v KXIP,GL,KXIP,Suresh Raina,Glenn Maxwell,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Kings XI Punjab
414,2017.0,1082617,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Virat Kohli,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
415,2017.0,1082618,Mumbai Indians v Rising Pune Supergiant,MI v RPS,MI,RPS,Rohit Sharma,Steven Smith,"Wankhede Stadium, Mumbai",Mumbai Indians , Rising Pune Supergiant
417,2017.0,1082620,Rising Pune Supergiant v Kolkata Knight Riders,RPS v KKR,RPS,KKR,Steven Smith,Gautam Gambhir,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Kolkata Knight Riders
418,2017.0,1082621,Royal Challengers Bangalore v Gujarat Lions,RCB v GL,RCB,GL,Virat Kohli,Suresh Raina,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Gujarat Lions
419,2017.0,1082622,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Zaheer Khan,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
420,2017.0,1082623,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,Glenn Maxwell,David Warner,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Sunrisers Hyderabad
421,2017.0,1082624,Rising Pune Supergiant v Royal Challengers Bangalore,RPS v RCB,RPS,RCB,Steven Smith,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Royal Challengers Bangalore
422,2017.0,1082625,Gujarat Lions v Mumbai Indians,GL v MI,GL,MI,Suresh Raina,Rohit Sharma,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Mumbai Indians
423,2017.0,1082626,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Glenn Maxwell,Karun Nair,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Darede
424,2017.0,1082627,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,David Warner,Gautam Gambhir,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
425,2017.0,1082628,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
426,2017.0,1082629,Rising Pune Supergiant v Gujarat Lions,RPS v GL,RPS,GL,Steven Smith,Suresh Raina,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Gujarat Lions
427,2017.0,1082630,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Karun Nair,David Warner,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
428,2017.0,1082631,Kolkata Knight Riders v Rising Pune Supergiant,KKR v RPS,KKR,RPS,Gautam Gambhir,Steven Smith,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rising Pune Supergiant
429,2017.0,1082632,Delhi Daredevils v Gujarat Lions,DC v GL,DC,GL,Karun Nair,Suresh Raina,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
430,2017.0,1082633,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,Glenn Maxwell,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
431,2017.0,1082634,Sunrisers Hyderabad v Rising Pune Supergiant,SRH v RPS,SRH,RPS,David Warner,Steven Smith,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Rising Pune Supergiant
432,2017.0,1082635,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Zaheer Khan,Rohit Sharma,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
433,2017.0,1082636,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
434,2017.0,1082637,Kings XI Punjab v Gujarat Lions,KXIP v GL,KXIP,GL,Glenn Maxwell,Suresh Raina,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Gujarat Lions
435,2017.0,1082638,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,David Warner,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
436,2017.0,1082639,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Glenn Maxwell,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
437,2017.0,1082640,Gujarat Lions v Delhi Daredevils,GL v DC,GL,DC,Suresh Raina,Zaheer Khan,"Green Park, Kanpur",Gujarat Lions , Delhi Darede
438,2017.0,1082641,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,Glenn Maxwell,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
439,2017.0,1082642,Delhi Daredevils v Rising Pune Supergiant,DC v RPS,DC,RPS,Zaheer Khan,Steven Smith,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
440,2017.0,1082643,Gujarat Lions v Sunrisers Hyderabad,GL v SRH,GL,SRH,Suresh Raina,David Warner,"Green Park, Kanpur",Gujarat Lions , Sunrisers Hyderabad
441,2017.0,1082644,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
442,2017.0,1082645,Rising Pune Supergiant v Kings XI Punjab,RPS v KXIP,RPS,KXIP,Steven Smith,Glenn Maxwell,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant , Kings XI Punjab
443,2017.0,1082646,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Zaheer Khan,Virat Kohli,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
444,2017.0,1082647,Mumbai Indians v Rising Pune Supergiant,MI v RPS,MI,RPS,Rohit Sharma,Steven Smith,"Wankhede Stadium, Mumbai",Mumbai Indians , Rising Pune Supergiant
445,2017.0,1082648,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,David Warner,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad , Kolkata Knight Riders
446,2017.0,1082649,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Mumbai Indians , Kolkata Knight Riders
447,2017.0,1082650,Mumbai Indians v Rising Pune Supergiant,MI v RPS,MI,RPS,Rohit Sharma,Steven Smith,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians , Rising Pune Supergiant
448,2016.0,980901,Mumbai Indians v Rising Pune Supergiants,MI v RPS,MI,RPS,Rohit Sharma,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Rising Pune Supergiants
449,2016.0,980903,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Gautam Gambhir,Zaheer Khan,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
450,2016.0,980905,Kings XI Punjab v Gujarat Lions,KXIP v GL,KXIP,GL,David Miller,Suresh Raina,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Gujarat Lions
451,2016.0,980907,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,David Warner,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
452,2016.0,980909,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
453,2016.0,980911,Gujarat Lions v Rising Pune Supergiants,GL v RPS,GL,RPS,Suresh Raina,MS Dhoni,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Rising Pune Supergiants
454,2016.0,980913,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Zaheer Khan,David Miller,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
455,2016.0,980915,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,David Warner,Gautam Gambhir,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
456,2016.0,980917,Mumbai Indians v Gujarat Lions,MI v GL,MI,GL,Rohit Sharma,Suresh Raina,"Wankhede Stadium, Mumbai",Mumbai Indians , Gujarat Lions
457,2016.0,980919,Kings XI Punjab v Rising Pune Supergiants,KXIP v RPS,KXIP,RPS,David Miller,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rising Pune Supergiants
458,2016.0,980921,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Virat Kohli,Zaheer Khan,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
459,2016.0,980923,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,David Warner,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
460,2016.0,980925,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,David Miller,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
461,2016.0,980927,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
462,2016.0,980929,Gujarat Lions v Sunrisers Hyderabad,GL v SRH,GL,SRH,Suresh Raina,David Warner,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Sunrisers Hyderabad
463,2016.0,980931,Rising Pune Supergiants v Royal Challengers Bangalore,RPS v RCB,RPS,RCB,MS Dhoni,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants , Royal Challengers Bangalore
464,2016.0,980933,Delhi Daredevils v Mumbai Indians,DC v MI,DC,MI,Zaheer Khan,Rohit Sharma,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
465,2016.0,980935,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,David Warner,David Miller,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
466,2016.0,980937,Gujarat Lions v Royal Challengers Bangalore,GL v RCB,GL,RCB,Suresh Raina,Virat Kohli,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Royal Challengers Bangalore
467,2016.0,980939,Rising Pune Supergiants v Kolkata Knight Riders,RPS v KKR,RPS,KKR,MS Dhoni,Gautam Gambhir,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants , Kolkata Knight Riders
468,2016.0,980941,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,David Miller,Rohit Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
469,2016.0,980943,Sunrisers Hyderabad v Rising Pune Supergiants,SRH v RPS,SRH,RPS,David Warner,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Rising Pune Supergiants
470,2016.0,980945,Delhi Daredevils v Gujarat Lions,DC v GL,DC,GL,Zaheer Khan,Suresh Raina,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
471,2016.0,980947,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
472,2016.0,980949,Rising Pune Supergiants v Gujarat Lions,RPS v GL,RPS,GL,MS Dhoni,Suresh Raina,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants , Gujarat Lions
473,2016.0,980951,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Zaheer Khan,Gautam Gambhir,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
474,2016.0,980953,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,David Warner,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
475,2016.0,980955,Gujarat Lions v Kings XI Punjab,GL v KXIP,GL,KXIP,Suresh Raina,Murali Vijay,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Kings XI Punjab
476,2016.0,980957,Rising Pune Supergiants v Mumbai Indians,RPS v MI,RPS,MI,MS Dhoni,Rohit Sharma,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants , Mumbai Indians
477,2016.0,980959,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
478,2016.0,980961,Gujarat Lions v Delhi Daredevils,GL v DC,GL,DC,Suresh Raina,Zaheer Khan,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions , Delhi Darede
479,2016.0,980963,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Gautam Gambhir,Murali Vijay,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
480,2016.0,980965,Delhi Daredevils v Rising Pune Supergiants,DC v RPS,DC,RPS,Jean-Paul Duminy,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
481,2016.0,980967,Sunrisers Hyderabad v Gujarat Lions,SRH v GL,SRH,GL,David Warner,Suresh Raina,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Gujarat Lions
482,2016.0,980969,Royal Challengers Bangalore v Rising Pune Supergiants,RCB v RPS,RCB,RPS,Virat Kohli,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rising Pune Supergiants
483,2016.0,980971,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Murali Vijay,Zaheer Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Darede
484,2016.0,980973,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,David Warner,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Mumbai Indians , Sunrisers Hyderabad
485,2016.0,980975,Kolkata Knight Riders v Gujarat Lions,KKR v GL,KKR,GL,Gautam Gambhir,Suresh Raina,"Eden Gardens, Kolkata",Kolkata Knight Riders , Gujarat Lions
486,2016.0,980977,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Murali Vijay,Virat Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
487,2016.0,980979,Rising Pune Supergiants v Sunrisers Hyderabad,RPS v SRH,RPS,SRH,MS Dhoni,David Warner,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rising Pune Supergiants , Sunrisers Hyderabad
488,2016.0,980981,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
489,2016.0,980983,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,SRH,DC,David Warner,Jean-Paul Duminy,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Delhi Darede
490,2016.0,980985,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,Murali Vijay,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Mumbai Indians , Kings XI Punjab
491,2016.0,980987,Royal Challengers Bangalore v Gujarat Lions,RCB v GL,RCB,GL,Virat Kohli,Brendon McCullum,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Gujarat Lions
492,2016.0,980989,Kolkata Knight Riders v Rising Pune Supergiants,KKR v RPS,KKR,RPS,Gautam Gambhir,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rising Pune Supergiants
493,2016.0,980991,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,Murali Vijay,David Warner,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Sunrisers Hyderabad
494,2016.0,980993,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Rohit Sharma,Zaheer Khan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Mumbai Indians , Delhi Darede
495,2016.0,980995,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Gautam Gambhir,Virat Kohli,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
496,2016.0,980997,Rising Pune Supergiants v Delhi Daredevils,RPS v DC,RPS,DC,MS Dhoni,Zaheer Khan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rising Pune Supergiants , Delhi Darede
497,2016.0,980999,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,Murali Vijay,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
498,2016.0,981001,Gujarat Lions v Kolkata Knight Riders,GL v KKR,GL,KKR,Suresh Raina,Gautam Gambhir,"Green Park, Kanpur",Gujarat Lions , Kolkata Knight Riders
499,2016.0,981003,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Zaheer Khan,David Warner,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
500,2016.0,981005,Rising Pune Supergiants v Kings XI Punjab,RPS v KXIP,RPS,KXIP,MS Dhoni,Murali Vijay,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rising Pune Supergiants , Kings XI Punjab
501,2016.0,981007,Gujarat Lions v Mumbai Indians,GL v MI,GL,MI,Suresh Raina,Rohit Sharma,"Green Park, Kanpur",Gujarat Lions , Mumbai Indians
502,2016.0,981009,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,David Warner,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
503,2016.0,981011,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Zaheer Khan,Virat Kohli,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Darede,ils 
504,2016.0,981013,Royal Challengers Bangalore v Gujarat Lions,RCB v GL,RCB,GL,Virat Kohli,Suresh Raina,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Gujarat Lions
505,2016.0,981015,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Gautam Gambhir,David Warner,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders , Sunrisers Hyderabad
506,2016.0,981017,Gujarat Lions v Sunrisers Hyderabad,GL v SRH,GL,SRH,Suresh Raina,David Warner,"Arun Jaitley Stadium, Delhi",Gujarat Lions , Sunrisers Hyderabad
507,2016.0,981019,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,David Warner,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
508,2015.0,829705,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Gautam Gambhir,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
509,2015.0,829707,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Jean-Paul Duminy,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Darede
510,2015.0,829709,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,George Bailey,Steven Smith,"Maharashtra Cricket Association Stadium, Pune",Kings XI Punjab , Rajasthan Royals
511,2015.0,829711,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,David Warner,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Sunrisers Hyderabad
